DAG,Datahub_Composer,OtherNotes
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_reln_dim_bb_corp_cust_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_reln_dim_bc_corp_cust_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_reln_dim_bs_corp_cust_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_reln_dim_tq_corp_cust_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_wkly_snap_corp_cust_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_dtl_arbor_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_dtl_cdw_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_dtl_dss_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_dtl_sapsd_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_wkly_cdw_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_billd_adjmt_wkly_dss_billed_adjmt_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_ldusage_sum_coreab_billed_usg_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_ldusage_sum_coreab_rej_billed_usg_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_ldusage_sum_corebc_billed_usg_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_ldusage_sum_corebc_rej_billed_usg_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_dtl_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_arbor_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_cabs_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_cbsstq_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_cdw_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_concert_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_dss_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_sapsd_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_tm_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_revenue_sum_tns_billed_rev_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_dun_brad_customer_mthly_profl_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_prod_fin_itm_mapg_dim_misc_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_sales_proc_ord_daily_snap_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_soecs_order_daily_snapshot_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_daily_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_hold_daily_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_hold_mthly_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_mthly_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_s_e_daily_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_srvc_ord_s_e_mthly_snpsht_cris3_load_app,b2,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_fgw_wln_billg_jrnl_smry_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_mvno_ar_balance_daily_snap_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_bacct_credit_card_pymt_dtl_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_prod_instnc_wls_billg_jrnl_dtl_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_fgw_wln_billg_jrnl_dtl_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_prod_instnc_hm_ph_top_cnty_sum_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_billing_ecommerce_payment_actvy_load_app,b1,Supported; Aaditya
BQ_to_BQ_Detokenization_fcty_netflix_telus_access_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_netflix_telus_access_extract_load_app,b2,Supported
GCS_to_S3_igt_netflix_file_transfer_load_app,b2,Supported
BQ_to_BQ_fcty_aaaie_bundling_output_load_app,b3,Supported
GDrive_to_GCS_fcty_adr_documents_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_2022_s_and_b_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_2023_s_and_b_decks_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_2024_leader_huddles_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_2024_s_and_b_decks_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_a_z_job_aids_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_capital_codes_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_managed_training_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_nbd_newsletters_archives_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_nbd_security_training_load_app,b3,Supported
GDrive_to_GCS_fcty_virtl_knwldg_unmanaged_training_load_app,b3,Supported
BQ_to_BQ_fcty_ent_actvn_srvc_agrmt_item_status_actvy_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_account_txn_dtl_koodo_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_reward_account_txn_dtl_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_channel_reln_dim_load_app.yaml,b2,Supported
BQ_to_BQ_fcty_ent_actvn_dly_service_request_actvy_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_mthly_pi_trnsfr_rqst_snap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_transfer_carrier_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_bi_transfer_rqst_stat_rsn_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_status_group_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_dly_cust_oa_actvy_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_oa_item_attr_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_fifa_pi_addr_unit_reln_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_dly_order_item_actvy_fifa_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_dly_order_item_actvy_oms_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_work_order_dim_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_dly_work_order_job_actvy_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_order_fifa_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_dlyorderitemactvy_oms_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_dlyorderitemactvy_fifa_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_orderitemkeymap_oms_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_serviceoffer_start_wls_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_serviceoffer_end_wls_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_iot_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_iot_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_postscrdrunstatus_start_wls_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_postscrdrunstatus_end_wls_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_order_srvcrqst_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_order_srvcrqst_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_prescrdrunstatus_end_wln_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_bichnlreldim_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_bichnlreldim_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_postscrdrunstatus_start_wln_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_postscrdrunstatus_end_wln_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_custhh_end_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_port_start_load_app,b2,Supported
BQ_to_BQ_fcty_actvn_process_run_status_port_end_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_product_instance_alias_rk_load_app,b2,Supported
BQ_to_BQ_fcty_ent_actvn_product_instance_alias_kb_load_app,b2,Supported
BQ_to_BQ_fcty_ent_svcrqst_ntwk_block_cond_type_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_svcrqst_servreq_consent_event_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_svcrqst_servreq_network_service_actvy_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_svcrqst_servreq_action_type_dim_load_app,b1,Supported
BQ_to_BQ_fcty_ent_svcrqst_servreq_reason_dim_load_app,b1,Supported
BQ_to_BQ_fcty_ent_cnfdim_price_plan_category_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_alias_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_customer_alias_load_app,b2,Critical
BQ_to_BQ_fcty_ent_cnfdim_customer_relationship_profl_load_app,b2,Critical
BQ_to_BQ_fcty_ent_usage_prod_instnc_msg_top_tn_sum_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_usage_wls_ptpd_voice_usg_ntwk_sum_load_app,b1,Supported; Aaditya
BQ_to_BQ_fcty_ent_cnfdim_product_instance_profl_load_app,b2,Critical
GCS_to_BQ_fcty_redknee_bundle_category_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_product_report_hierarchy_dim_prod_hier_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_cabsab_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_tns_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_tm_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_cabsbc_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_cbsstq_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_arbor_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_sapsd_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_corebc_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_ax_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_ces_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_cust_prod_rev_mthly_sum_coreab_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_prod_wls_billg_jrnl_dtl_billed_rev_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_customer_cutoff_profl_corp_cust_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_tqar_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_arbor_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_tnsar_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_cabsar_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_corear_billed_agrcvbl_load_app,b2,Critical; Aaditya
BQ_to_BQ_fcty_ent_corpsoln_corp_bacct_crsvc_ag_rcvbl_dtl_sapsdar_billed_agrcvbl_load_app,b2,Critical; Aaditya
GCS_to_BQ_fcty_busws_bi_ff_hs_so_grading_load_app,b1,Supported
BQ_to_BQ_fcty_ent_cntct_evnt_usage_threshold_notif_actvy_load_app,b1,Supported
BQ_to_BQ_fcty_ent_wls_cust_ord_ess_sales_ord_actvy_load_app,b1,Supported
GCS_to_BQ_fcty_pods_product_financial_item_mapping_load_app,b1,Critical
GCS_to_BQ_fcty_bmc_log_hood_and_barlow_load_app,b2,Supported
BQ_to_BQ_fcty_ent_wpa_hood_and_barlow_log_data_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_currview_cust_acct_core_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_currview_cust_prod_core_corp_cust_load_app,b2,Supported
BQ_to_BQ_fcty_work_corpsoln_trg_tm_billed_rev_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_corpsoln_tm_billed_rev_load_app,b2,Supported
BQ_to_BQ_fcty_ent_corpsoln_corp_wln_ces_billg_mth_dtl_billed_rev_load_app,b2,Supported
GCS_to_BQ_fcty_optiktv_account_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_acct_subscn_pack_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_ams_vod_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_channel_tune_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_chnl_map_contnt_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_customer_profile_device_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_device_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_dvr_playback_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_dvr_recording_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_encore_pfsearch_actvy_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_epgpub_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_program_watch_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_provsn_subscr_pkg_grp_mapg_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_prvidr_vod_assetid_entityid_keymap_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_showcase_clickthrough_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_stb_box_power_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_stb_vod_purchase_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_subscn_pack_contnt_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_vod_subscn_pack_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_vod_success_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_auth_account_device_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_channel_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_commercial_package_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_customer_attributes_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_price_category_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_profiling_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_purchase_transaction_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_subscription_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_channel_technical_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_commercial_technical_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_region_tree_node_load_app,b1,Supported
GCS_to_BQ_igt_optiktv_live_events_load_app,b1,Supported
GCS_to_BQ_igt_optiktv_vod_events_load_app,b1,Supported
Kafka_to_BQ_igt_optiktv_commscope_load_app,b1,Supported
Pubsub_to_BQ_igt_optiktv_reco_load_app,b1,Supported
S3_to_BQ_igt_optiktv_commscope_load_app,b1,Supported
Q_to_BQ_ent_optiktv_adobe_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_avs_ecid_from_api_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_avs_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_avs_reco_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_conviva_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_linearwatch_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_stb_load_app,b1,Supported
BQ_to_BQ_ent_optiktv_stb_metrics_load_app,b1,Supported
BQ_to_BQ_fcty_ent_optiktv_product_instance_stb_snpsht_load_app,b1,Supported
BQ_to_BQ_wrk_optiktv_linearwatch_load_app,b1,Supported
BQ_to_GCS_bi_optiktv_export_load_app,b1,Supported
BQ_to_GCS_ml_optiktv_export_reco_load_app,b1,Supported
GCS_to_GCS_igt_optiktv_avs_reco_load_app,b1,Supported
GCS_to_GCS_igt_optiktv_avs_load_app,b1,Supported
GCS_to_BQ_igt_optiktv_stb_metrics_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_npvr_user_recording_load_app,b1,Supported
GCS_to_BQ_fcty_optiktv_chk_all_files_dummy_load_app,b1,Supported
GCS_to_BQ_igt_optiktv_conviva_load_app,b1,Supported
WEB_to_GCS_highspot_load_app,b3,Supported
GCS_to_BQ_fcty_pods_billing_approval_load_app ,b1,Supported
GDrive_to_GCS_fcty_virtl_knwldg_axonify_load_app,b3,Supported
BQ_to_BQ_fcty_aaaie_wf_forecast_load_app,b3,Supported
BQ_to_BQ_fcty_aaaie_wf_predictions_load_app,b3,Supported
BQ_to_BQ_fcty_aaaie_wf_historical_load_app,b3,Supported
GDrive_to_GCS_fcty_prob_mgmt_cio_operational_reviews_load_app,b3,Supported
GDrive_to_GCS_fcty_prob_mgmt_observability_engineering_training_load_app,b3,Supported
GDrive_to_GCS_fcty_prob_mgmt_problem_management_load_app,b3,Supported
GDrive_to_GCS_fcty_prob_mgmt_tcc_team_drive_load_app,b3,Supported
GDrive_to_GCS_fcty_rpp_rpp_ai_assistant_documentation_load_app,b3,Supported
GCS_to_BQ_fcty_rwms_reward_txn_reason_load_app,b1,Supported
GCS_to_BQ_fcty_fwds_work_order_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_wo_party_involvement_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qualification_addr_dim_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qual_mthly_snap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qual_path_mthly_snap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qual_path_wkly_snap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qual_wkly_snap_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qual_path_dtl_load_app,b2,Supported
BQ_to_BQ_fcty_ent_resrc_service_qualification_dtl_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_resrc_service_qual_addr_cust_load_app,b2,Supported
GDrive_to_GCS_fcty_spoc_docs_spoc_docs_load_app,b3,Supported
GCS_to_GCS_milo_load_app,b3,Supported
BQ_to_GCS_onesource_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_sys_srch_osexport_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tblos_corepg_brdcst_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tblos_corepg_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tblos_qna_obj_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tbltool_promo_brdcst_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tbltool_promo_obj_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tbltool_rpmob_brdcst_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tbltool_rpmob_objlib_load_app,b3,Supported
OnPremDB_to_BQ_fcty_onesource_tbltool_rpmob_obj_load_app,b3,Supported
BQ_to_BQ_fcty_int_idnty_all_portal_access_dly_load_app,b3,Supported
BQ_to_OnPremDB_fcty_idnty_portal_access_load_app,b3,Supported
API_to_BQ_igt_sfmc_bounce_event_load_app,b3,Supported
API_to_BQ_igt_sfmc_click_event_load_app,b3,Supported
API_to_BQ_igt_sfmc_open_event_load_app,b3,Supported
API_to_BQ_igt_sfmc_send_load_app,b3,Supported
API_to_BQ_igt_sfmc_sent_event_load_app,b3,Supported
BQ_to_BQ_fcty_sfmc_bounce_event_load_app,b3,Supported
BQ_to_BQ_fcty_sfmc_click_event_load_app,b3,Supported
BQ_to_BQ_fcty_sfmc_open_event_load_app,b3,Supported
BQ_to_BQ_fcty_sfmc_send_load_app,b3,Supported
BQ_to_BQ_fcty_sfmc_sent_event_load_app,b3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_bus_entity_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_bus_entity_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_dly_bus_entity_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_mthly_bus_entity_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_broadbnd_qualif_ref_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_cntrct_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_dly_cntrct_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_mthly_cntrct_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_cntrct_prod_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_dly_cntrct_prod_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_mthly_cntrct_prod_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_cred_class_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_equip_dvc_bal_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_dly_equip_dvc_bal_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_mthly_equip_dvc_bal_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_equip_dvc_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_modeling_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_modeling_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_prod_intensity_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_prod_intensity_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_raw_dnc_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_rgu_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_rgu_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_mthly_rgu_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_billg_load_app,B3,Supported
BQ_to_BQ_fcty_ent_bus_profl_billg_load_app,B3,Supported
BQ_to_BQ_fcty_wrk_bus_profl_bus_entity_mapg_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_raw_cntct_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_broadbnd_qualif_ref_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_cred_class_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_equip_dvc_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_addr_ref_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_chnl_ref_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_chnl_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_prod_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_bus_entity_mapg_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_bus_entity_addr_load_app,B3,Supported
BQ_to_BQ_igt_bus_profl_upsert_tbs_do_not_contact_load_app,B3,Supported
work_cust_cust.bq_bus_profl_entity,B3,Supported
work_cust_cust.bq_bus_profl_raw_cntct,B3,Supported
work_common_location.bq_bus_profl_broadbnd_qualif_ref,B3,Supported
work_cust_cust.bq_bus_profl_cntrct,B3,Supported
work_cust_cust.bq_bus_profl_cntrct_prod,B3,Supported
work_cust_bill.bq_bus_profl_cred_class,B3,Supported
work_resrc_resrc.bq_bus_profl_equip_dvc,B3,Supported
work_prod_offr.bq_bus_profl_equip_dvc_bal,B3,Supported
work_cust_cust.bq_bus_profl_modeling,B3,Supported
work_resrc_resrc.bq_bus_profl_prod_intensity,B3,Supported
work_cust_cust.bq_bus_profl_raw_dnc,B3,Supported
work_cust_bill.bq_bus_profl_rgu,B3,Supported
work_cust_bill.bq_bus_profl_billg,B3,Supported
work_cust_cust.bq_bus_profl_bus_entity_mapg,B3,Supported
ent_cust_cust.bq_bus_profl_bus_entity,B3,Supported
ent_cust_cust.bq_bus_profl_raw_cntct,B3,Supported
ent_cust_cust.bq_dly_bus_profl_bus_entity_snpsht,B3,Supported
ent_cust_cust.bq_mthly_bus_profl_bus_entity_snpsht,B3,Supported
ent_common_location.bq_bus_profl_broadbnd_qualif_ref,B3,Supported
ent_cust_cust.bq_dly_bus_profl_cntrct_snpsht,B3,Supported
ent_cust_cust.bq_mthly_bus_profl_cntrct_snpsht,B3,Supported
ent_cust_cust.bq_dly_bus_profl_cntrct_prod_snpsht,B3,Supported
ent_cust_cust.bq_mthly_bus_profl_cntrct_prod_snpsht,B3,Supported
ent_cust_bill.bq_bus_profl_cred_class,B3,Supported
ent_resrc_resrc.bq_bus_profl_equip_dvc,B3,Supported
ent_prod_offr.bq_dly_bus_profl_equip_dvc_bal_snpsht,B3,Supported
ent_prod_offr.bq_mthly_bus_profl_equip_dvc_bal_snpsht,B3,Supported
ent_cust_cust.bq_bus_profl_modeling,B3,Supported
ent_resrc_resrc.bq_bus_profl_prod_intensity,B3,Supported
ent_cust_cust.bq_bus_profl_raw_dnc,B3,Supported
ent_cust_bill.bq_bus_profl_rgu,B3,Supported
