DAG,Datahub_Composer,OtherNotes
CloudSQL_to_BQ_fcty_cpms_sales_representative_load_app,b1,Supported
CloudSQL_to_BQ_fcty_cpms_address_load_app,b1,Supported
CloudSQL_to_BQ_fcty_cpms_outlet_load_app,b1,Supported
CloudSQL_to_BQ_fcty_cpms_contact_address_load_app,b1,Supported
CloudSQL_to_BQ_fcty_cpms_outlet_sales_rep_load_app,b1,Supported
GCS_to_BQ_fcty_rms_store_profile_load_app,b1,Supported
GCS_to_BQ_fcty_rms_s1_store_profile_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_corporate_stores_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_cs_employee_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_cs_employee_all_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_ks_employee_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_ks_employee_all_load_app,b1,Supported
GCS_to_BQ_fcty_busws_bi_queue_hierarchy_ce_load_app,b1,Supported
BQ_to_BQ_fcty_ent_sls_chnl_busws_channel_sales_representative_load_app,b1,Supported
GCS_to_BQ_fcty_fwds_addnl_charge_catalog_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_availability_rqst_component_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_availblty_rqst_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_availblty_rspns_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_bill_labour_item_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_bill_material_item_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_demand_stream_definition_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_domain_value_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_ds_forecast_day_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_ds_forecast_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_ds_forecast_skill_group_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_ds_forecast_stream_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_additional_charge_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_addnl_charge_consent_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_addnl_charge_item_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_assignment_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_assignment_schedule_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_assignment_status_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_assignment_travel_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_attribute_value_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_component_relationship_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_demand_stream_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_field_bill_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_prefield_estimate_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_prefield_est_matl_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_processing_state_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_product_category_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_relationship_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_req_skill_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_status_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_job_time_request_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_language_text_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_prefield_material_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_prefield_rate_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_remark_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_skill_group_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_skill_group_mapping_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_skill_group_setting_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_skill_group_stream_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_skill_group_stream_setting_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_team_member_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_team_member_time_entry_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_virtual_nav_hierarchy_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_attribute_value_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_component_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_component_status_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_location_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_party_contact_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_rule_skill_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_service_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_work_order_status_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_wo_component_attr_val_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_wo_contact_telecom_detail_load_app,b2,Supported
GCS_to_BQ_fcty_fwds_wo_party_involvement_load_app,b2,Supported
GCS_to_BQ_fcty_sems_cust_equip_status_load_app,b1,Critical
GCS_to_BQ_fcty_sems_customer_equipment_asgnmt_load_app,b1,Critical
GCS_to_BQ_fcty_sems_equip_batch_detail_load_app,b1,Critical
GCS_to_BQ_fcty_sems_equip_pending_movemt_load_app,b1,Critical
GCS_to_BQ_fcty_sems_iden_equipment_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_mktg_pgm_assn_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_mktg_pgm_assn_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offering_category_attribute_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offering_category_criteria_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offering_category_entity_rel_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offering_category_load_app,b1,Critical
GCS_to_BQ_fcty_sems_product_information_load_app,b1,Critical
GCS_to_BQ_fcty_sems_sim_imei_load_app,b1,Critical
GCS_to_BQ_fcty_sems_sim_load_app,b1,Critical
GCS_to_BQ_fcty_sems_ci_modifier_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_desc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_desc_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_marketing_program_load_app,b1,Critical
GCS_to_BQ_fcty_sems_mktg_program_desc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_marketing_program_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_mktg_program_desc_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_marketing_program_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_marketing_program_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_mktg_pgm_assn_lc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_desc_load_app,b1,Critical
GCS_to_BQ_fcty_sems_equip_pending_movemt_load_app,b1,Critical
GCS_to_BQ_fcty_sems_offer_load_app,b1,Critical
GCS_to_BQ_fcty_outcome_account_load_app,,Supported
GCS_to_BQ_fcty_outcome_contacts_load_app,,Supported
GCS_to_BQ_fcty_outcome_team_list_load_app,,Supported
GCS_to_BQ_fcty_outcome_case_comment_load_app,,Supported
GCS_to_BQ_fcty_outcome_mob_activation_bk_load_app,,Supported
GCS_to_BQ_fcty_outcome_users_load_app,,Supported
GCS_to_BQ_fcty_outcome_ldu_load_app,,Supported
GCS_to_BQ_fcty_outcome_oms_coid_load_app,,Supported
GCS_to_BQ_fcty_outcome_channel_load_app,,Supported
S3_to_GCS_casa_ingestion_load_app,b1,Supported
GCS_to_BQ_fcty_casa_case_load_app,b1,Supported
GCS_to_BQ_fcty_casa_task_load_app,b1,Supported
BQ_to_BQ_fcty_casa_case_task_load_app,b1,Supported
GCS_to_BQ_fcty_genesys_callback_dim_1_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_callback_dim_2_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_callback_dim_3_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_callback_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_calling_list_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_campaign_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_contact_attempt_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_dialing_mode_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_group_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_irf_chat_custom_1_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_irf_user_data_cust_1_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_irf_user_data_gen_1_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_irf_user_data_keys_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_ixn_resource_state_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_omni_dim_1_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_omni_dim_2_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_omni_dim_3_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_omni_dim_4_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_omni_irf_3_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_resource_state_reason_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_sm_res_session_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_sm_res_state_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_sm_res_state_reason_fact_load_app,b2,Critical
GCS_to_BQ_fcty_genesys_user_data_cust_dim_1_load_app,b2,Critical
BQ_to_BQ_fcty_tutela_resrc_dvc_device_load_app,b2,Supported
BQ_to_GCS_inc_tutela_device_audit_load_app,b2,Supported
BQ_to_GCS_inc_tutela_device_load_app,b2,Supported
GCS_to_BQ_fcty_tutela_device_audit_load_app,b2,Supported
GCS_to_BQ_fcty_tutela_device_load_app,b2,Supported
BQ_to_BQ_fcty_ent_skyhook_skill_action_data_load_app,b2,Supported
GCS_to_BQ_fcty_skyhook_skill_action_data_load_app,b2,Supported
S3_to_GCS_skyhook_load_ingestion_app,b2,Supported
BQ_to_BQ_fcty_ent_skyhook_smarthome_tha_data_load_app,b2,Supported
GCS_to_BQ_fcty_skyhook_smarthome_tha_data_load_app,b2,Supported
S3_to_GCS_skyhook_smarthome_load_ingestion_app,b2,Supported
GCS_to_BQ_fcty_rrem_fts_worklog_load_app,,Supported
BQ_to_BQ_fcty_ent_wln_trbl_tckt_worklog_load_app,,Supported
BQ_to_BQ_fcty_ent_fico_atb_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_billing_account_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_result_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_score_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_subscriber_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_wln_linked_account_load_app,b1,Supported
BQ_to_BQ_fcty_ent_fico_wls_linked_account_load_app,b1,Supported
GCS_to_BQ_fcty_fico_audit_load_app,b1,Supported
GCS_to_BQ_fcty_fico_result_load_app,b1,Supported
GCS_to_BQ_fcty_fico_score_load_app,b1,Supported
GCS_to_BQ_fcty_fico_tcm_atb_load_app,b1,Supported
GCS_to_BQ_fcty_fico_tcm_billing_account_load_app,b1,Supported
GCS_to_BQ_fcty_fico_tcm_subscriber_load_app,b1,Supported
GCS_to_BQ_fcty_fico_tcm_wln_linked_account_load_app,b1,Supported
GCS_to_BQ_fcty_fico_tcm_wls_linked_account_load_app,b1,Supported
BQ_to_BQ_fcty_mobileklinik_ent_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_repairq_event_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_business_accounts_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_contact_us_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_location_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_mail_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_repair_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_sell_your_phone_calculator_load_app,b2,Supported
GCS_to_BQ_fcty_mobileklinik_seoplus_sell_your_phone_load_app,b2,Supported
S3_to_GCS_mobileklinik_ingestion_app,b2,Supported
S3_to_GCS_mobileklinik_load_app,b2,Supported
BQ_to_BQ_fcty_wln_trbl_tckt_prod_instnc_ext_ent_load_app,,Supported
BQ_to_GCS_ecp_extract_kc_plan_sub_list_load_app,b1,Supported
GCS_to_BQ_fcty_busws_dly_rate_plan_chng_load_app,b1,Supported
GCS_to_BQ_fcty_busws_hpbi_segmentaton_master_load_app,b1,Supported
GCS_to_BQ_fcty_busws_reference_price_plan_tm_load_app,b1,Supported
GCS_to_BQ_fcty_busws_reference_device_tm_load_app,b1,Supported
BQ_to_BQ_fcty_busws_dly_rate_plan_chng_load_app,b1,Supported
BQ_to_BQ_fcty_ent_custprofl_billg_acct_addr_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_billg_acct_alias_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_billg_acct_mktg_cnsnt_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_billg_acct_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_billg_arrngmt_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_cust_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_non_telus_prod_equip_catlg_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_pay_chnl_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prc_plan_catlg_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_equip_catlg_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_equip_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_info_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_instnc_alias_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_instnc_equip_assn_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_instnc_nt_equip_assn_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_instnc_pre_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_ent_custprofl_prod_instnc_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_billg_acct_addr_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_billg_acct_alias_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_billg_acct_mktg_cnsnt_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_billg_acct_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_billg_arrngmt_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_cust_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_non_telus_prod_equip_catlg_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_pay_chnl_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prc_plan_catlg_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_equip_catlg_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_equip_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_info_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_alias_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_equip_assn_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_nt_equip_assn_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_pre_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wln_wrk_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wls_part1_wrk_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wls_part2_wrk_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wls_part3_wrk_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wls_part4_wrk_load_app,b1,Critical
BQ_to_BQ_fcty_int_custprofl_prod_instnc_snpsht_wls_wrk_load_app,b1,Critical
sims_actvy_cd_load_app,,Supported
sims_cost_ctr_load_app,,Supported
sims_gl_load_app,,Supported
sims_inv_data_load_app,,Supported
sims_part_mstr_load_app,,Supported
sims_po_load_app,,Supported
sims_po_prime_load_app,,Supported
sims_profit_ctr_load_app,,Supported
sims_proj_nm_load_app,,Supported
sims_vndr_mstr_load_app,,Supported
rpp_sfid_fin_load_app,,Supported
rpp_sfid_load_app,,Supported
rpp_wcfd_load_app,,Supported
BQ_to_BQ_fcty_adwords_doubleclick_activity_txn_xref_load_app,b2,Supported
BQ_to_BQ_fcty_adwords_doubleclick_click_txn_xref_load_app,b2,Supported
BQ_to_BQ_fcty_adwords_doubleclick_impression_txn_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_activity_cats_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_activity_types_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_ad_placement_assignments_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_ads_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_advertisers_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_browsers_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_campaigns_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_cities_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_creative_ad_assignments_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_creatives_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_custom_creative_fields_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_custom_floodlight_variables_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_custom_rich_media_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_designated_market_areas_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_doubleclick_activity_txn_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_doubleclick_click_txn_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_doubleclick_impression_txn_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_keyword_value_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_landing_page_url_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_operating_systems_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_paid_search_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_placement_cost_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_placements_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_sites_xref_load_app,b2,Supported
GCS_to_BQ_fcty_adwords_states_xref_load_app,b2,Supported
GCS_to_GCS_adwords_google_double_click_file_load_app,b2,Supported
GCS_to_BQ_fcty_bille_bill_charge_detail_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_cycle_instance_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_document_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_pooling_summary_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_service_instance_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_si_section_summary_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_tax_summary_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_bill_wireless_voice_event_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_bille_billed_usage_event_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_bille_cycl_instnc_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_document_dtl_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_pooling_sum_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_si_section_sum_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_srvc_instnc_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_tax_sum_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_usg_chrg_dtl_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_usg_evnt_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_billing_wls_voice_usg_evnt_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_cerepair_rts_repair_detail_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_product_type_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_request_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_request_status_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_request_type_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_resolution_code_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_status_code_load_app,b2,Supported
GCS_to_BQ_fcty_cerepair_repair_transaction_load_app,b2,Supported
GCS_to_BQ_fcty_bus_wrkspc_boost_sms_decline_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_cust_perf_extender_hist_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_fsa_description_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_youtube_hits_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_netflix_hits_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_predict_modl_invntry_orc_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_trigger_model_churn_base_tmp_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_trigger_model_full_base_load_app,,Supported
GCS_to_BQ_fcty_bus_wrkspc_trouble_reason_category_cd_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_boost_sms_decline_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_cust_perf_extender_hist_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_fsa_description_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_netflix_hits_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_predict_modl_invntry_orc_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_trigger_model_churn_base_tmp_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_trigger_model_full_base_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_xref_trouble_reason_category_cd_load_app,,Supported
BQ_to_BQ_fcty_ent_bus_wrkspc_youtube_hits_load_app,,Supported
BQ_to_BQ_fcty_ent_oom_treatment_ace_cust_offer_load_app,,Critical
GCS_to_BQ_fcty_peia_treatment_ace_cust_offer_load_app,,Critical
GCS_to_BQ_fcty_netcracker_rdb_gpon_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_copper_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_netcracker_rdb_rfsfiller_load_app,,Critical; Aaditya
BQ_to_BQ_fcty_ent_netcracker_service_path_daily_snpsht_load_app,,Critical; Aaditya
GCS_to_BQ_fcty_cmt_ua_attributedef_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_campaign_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_campattribute_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_contacthistory_subscr_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_dtlcontacthist_subscr_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_offerhistattrib_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_offerhistory_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_offer_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_responsehistory_subscr_load_app,,Critical
GCS_to_BQ_fcty_cmt_ua_treatment_load_app,,Critical
BQ_to_BQ_fcty_ent_unica_campaign_ua_contacthistory_subscr_load_app,,Critical
BQ_to_BQ_fcty_ent_unica_campaign_ua_dtlcontacthist_subscr_load_app,,Critical
BQ_to_BQ_fcty_ent_unica_campaign_ua_responsehistory_subscr_load_app,,Critical
GCS_to_BQ_ent_sap_me1p_load_app,,Supported
sap_cepc_load_app,b1,Supported
sap_csks_load_app,b1,Supported
sap_kch3_load_app,b1,Supported
sap_ksh3_load_app,b1,Supported
sap_lfa1_load_app,b1,Supported
sap_lfb1_load_app,b1,Supported
sap_makt_load_app,b1,Supported
sap_mara_load_app,b1,Supported
sap_po_accasgn_load_app,b1,Supported
sap_po_basic_load_app,b1,Supported
sap_po_delsch_load_app,b1,Supported
sap_proj_load_app,b1,Supported
sap_prps_load_app,b1,Supported
sap_skb1_load_app,b1,Supported
sap_t023_load_app,b1,Supported
sap_t024_load_app,b1,Supported
sap_t179_load_app,b1,Supported
Pubsub_to_Tgt_fcty_epc_prospv_cust_load_app,,Supported
Pubsub_to_Tgt_fcty_smb_prospv_cust_load_app ,,Supported
Pubsub_to_Tgt_fcty_ktc_prospv_cust_load_app ,,Supported
API_to_Pubsub_coconut_ingestion_load_app,b2,Supported
Pubsub_to_Tgt_fcty_coconut_prospv_cust_load_app,b2,Supported
BQ_to_BQ_fcty_prospect_chnl_dgtl_prospv_cust_load_app,b2,Supported
BQ_to_BQ_fcty_prospect_chnl_dgtl_prospv_cust_appt_load_app,b2,Supported
BQ_to_BQ_fcty_prospect_chnl_dgtl_consldt_prospv_cust_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_sales_quote_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_epc_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_smb_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_smb2_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_ktc_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_ktc2_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_npl_followup_load_app,b2,Supported
BQ_to_BQ_Detokenization_fcty_prospect_campaign_tk_coconut_followup_load_app,b2,Supported
